desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
4.4139E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506226_s.jpg,20230609,금하로 522 부근,[고양이] 한국 고양이,백흑,2023(년생),2(Kg),경기-광명-2023-00109,20230610,20230622,http://www.animal.go.kr/files/shelter/2023/05/202306101506226.jpg,보호중,M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,경기도 광명시,송재원,02-2680-2329
4.41386E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406446_s.jpg,20230609,고강로 72번길 40,[개] 치와와,갈색,2016(년생),6(Kg),경기-부천-2023-00348,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101406446.jpg,보호중,F,U,[Table],24시아이동물메디컬,032-677-5262,경기도 부천시 소사로 779 (원종동) 201호,경기도 부천시,부천시,032-625-2803
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306702_s.jpg,20230609,성서 자동차 검사소,[개] 푸들,흰색,2016(년생),5(Kg),대구-달서-2023-00203,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306702.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306386_s.jpg,20230609,성서 자동차 검사소,[개] 푸들,흰색,2016(년생),5(Kg),대구-달서-2023-00202,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306386.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306749_s.jpg,20230609,상화북로 222-1,[고양이] 한국 고양이,검정+흰색,2023(60일미만)(년생),0.42(Kg),대구-달서-2023-00201,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306749.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306234_s.jpg,20230609,상화북로 222-1,[고양이] 한국 고양이,노랑,2023(60일미만)(년생),0.44(Kg),대구-달서-2023-00200,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306234.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306278_s.jpg,20230609,상화북로 222-1,[고양이] 한국 고양이,회색+흰색,2023(60일미만)(년생),0.46(Kg),대구-달서-2023-00199,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306278.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306615_s.jpg,20230609,상화북로 222-1,[고양이] 한국 고양이,흰+노랑반점,2023(60일미만)(년생),0.56(Kg),대구-달서-2023-00198,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306615.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306224_s.jpg,20230609,상화북로 222-1,[고양이] 한국 고양이,흰+노랑,2023(60일미만)(년생),0.49(Kg),대구-달서-2023-00197,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306224.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306118_s.jpg,20230609,용산동 금빛마을 아파트,[고양이] 한국 고양이,회색,2023(60일미만)(년생),0.46(Kg),대구-달서-2023-00196,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306118.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27347E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101306211_s.jpg,20230609,용산동 금빛마을 아파트,[고양이] 한국 고양이,회색,2023(60일미만)(년생),0.34(Kg),대구-달서-2023-00195,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101306211.jpg,보호중,F,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
4.27345E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101006897_s.jpg,20230609,고성로 178,[고양이] 한국 고양이,노랑,2023(60일미만)(년생),0.10(Kg),대구-북구-2023-00196,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101006897.jpg,보호중,Q,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 북구,도유경,053-665-3192
4.27345E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101006893_s.jpg,20230609,팔달동 연세숲속 요양원,[개] 믹스견,갈색,2020(년생),22(Kg),대구-북구-2023-00195,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101006893.jpg,보호중,F,U,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 북구,도유경,053-665-3192
4.27344E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101006306_s.jpg,20230609,영선 초등,[개] 푸들,흰색,2016(년생),6(Kg),대구-남구-2023-00108,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101006306.jpg,보호중,M,N,[Table],대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 남구,김혜수,053-664-2644
4.27343E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101006594_s.jpg,20230609,달서천로 186,[고양이] 한국 고양이,검정&흰색,2023(년생),2.2(Kg),대구-서구-2023-00248,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101006594.jpg,보호중,F,N,[Table],대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,대구광역시 서구,송민서,053-663-2644
4.11318E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506530_s.jpg,20230609,당산로123 인근,[개] 포메라니안,갈/흰/검,2020(년생),7.1(Kg),서울-영등포-2023-00060,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101506530.jpg,보호중,M,Y,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,서울특별시 영등포구,홍승우,02-2670-3417
4.11316E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610150664_s.jpg,20230609,개봉로3길 87 세븐일레븐 개봉한진점 인근,[개] 스피츠,흰,2021(년생),6.6(Kg),서울-구로-2023-00077,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610150664.jpg,보호중,F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,서울특별시 구로구,질병관리과,02-860-2448
4.11316E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406664_s.jpg,20230609,경인로33가길 25,[고양이] 한국 고양이,검줄/갈/흰,2023(년생),0.6(Kg),서울-구로-2023-00076,20230610,20230621,http://www.animal.go.kr/files/shelter/2023/05/202306101406664.jpg,보호중,M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,서울특별시 구로구,질병관리과,02-860-2448
4.11316E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406201_s.jpg,20230609,오리로1265 우신빌라 13동 화단,[고양이] 한국 고양이,검/흰,2023(년생),0.2(Kg),서울-구로-2023-00075,20230610,20230621,http://www.animal.go.kr/files/shelter/2023/05/202306101406201.jpg,보호중,M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,서울특별시 구로구,질병관리과,02-860-2448
4.11316E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610140643_s.jpg,20230609,오리로1265 우신빌라 13동 화단,[고양이] 한국 고양이,검/갈/흰,2023(년생),0.2(Kg),서울-구로-2023-00074,20230610,20230621,http://www.animal.go.kr/files/shelter/2023/05/20230610140643.jpg,보호중,F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,서울특별시 구로구,질병관리과,02-860-2448
4.11315E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406825_s.jpg,20230609,화곡로 64가길 71 인근,[고양이] 한국 고양이,검줄/갈/흰,2023(60일미만)(년생),0.5(Kg),서울-강서-2023-00105,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101406825.jpg,보호중,M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,동물보호팀,02-2600-6272
4.11312E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406196_s.jpg,20230609,서대문구청 인근,[고양이] 한국 고양이,검/흰,2022(년생),3(Kg),서울-서대문-2023-00060,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101406196.jpg,보호중,F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,서울특별시 서대문구,정은성,02-330-8242
4.11307E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101506551_s.jpg,20230609,정릉로8다길16 인근,[개] 믹스견,갈/흰,2022(년생),13(Kg),서울-성북-2023-00069,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101506551.jpg,보호중,F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 성북구,유정언,02-2241-3933
4.11307E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610150648_s.jpg,20230609,정릉초등학교 옆,[개] 푸들,갈,2017(년생),3.8(Kg),서울-성북-2023-00068,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610150648.jpg,보호중,M,Y,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 성북구,유정언,02-2241-3933
4.11305E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610150630_s.jpg,20230609,경동시장 내,[개] 푸들,갈,2018(년생),4(Kg),서울-동대문-2023-00086,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610150630.jpg,보호중,F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,서울특별시 동대문구,구희민,02-2127-4273
4.113E+14,http://www.animal.go.kr/files/shelter/2023/05/20230610150663_s.jpg,20230609,평창4길38 인근,[개] 믹스견,갈/흰,2021(년생),7.7(Kg),서울-종로-2023-00047,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/20230610150663.jpg,보호중,M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 종로구,정경진,02-2148-2323
4.113E+14,http://www.animal.go.kr/files/shelter/2023/05/202306101406832_s.jpg,20230609,체부동 153-7 인근,[고양이] 한국 고양이,검/흰,2023(60일미만)(년생),0.3(Kg),서울-종로-2023-00046,20230610,20230620,http://www.animal.go.kr/files/shelter/2023/05/202306101406832.jpg,보호중,M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 종로구,정경진,02-2148-2323
4.48567E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091506704_s.jpg,20230609,의창구 동읍 월잠리 119-1,[개] 믹스견,검정+흰색,2023(60일미만)(년생),2.2(Kg),경남-창원1-2023-00280,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091506704.jpg,보호중,M,N,[Table],창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701
4.48567E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090906481_s.jpg,20230609,의창구 사림동 148-11,[개] 포메라니안,흰색,2016(년생),3.5(Kg),경남-창원1-2023-00279,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090906481.jpg,종료(반환),M,Y,[Table],창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701
4.48567E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090806198_s.jpg,20230609,의창구 동읍 용강리 418-2,[개] 믹스견,갈색,2021(년생),16(Kg),경남-창원1-2023-00278,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090806198.jpg,종료(반환),F,N,[Table],창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701
4.48546E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090806557_s.jpg,20230609,함양읍,[개] 믹스견,연한 황토,2021(년생),6(Kg),경남-함양-2023-00076,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090806557.jpeg,보호중,F,N,[Table],함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ",경상남도 함양군,양병훈,055-960-8140
4.48546E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090806740_s.jpg,20230609,안의면,[개] 믹스견,연한 황토,2021(년생),15(Kg),경남-함양-2023-00075,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090806740.jpeg,보호중,F,N,[Table],함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ",경상남도 함양군,양병훈,055-960-8140
4.48541E+14,http://www.animal.go.kr/files/shelter/2023/05/202306092306314_s.jpg,20230609,부곡면 노리,[고양이] 한국 고양이,노랑+흰색,2019(년생),4(Kg),경남-창녕-2023-00373,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306092306314.jpg,보호중,M,Y,[Table],창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103
4.48539E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091506533_s.jpg,20230609,칠곡 하촌마을,[개] 믹스견,갈색,2022(년생),5(Kg),경남-의령-2023-00114,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091506533.jpg,보호중,M,U,[Table],만하농장,055-570-4202,경상남도 의령군 의령읍 남강로 485-75  ,경상남도 의령군,의령군,055-570-4202
4.48539E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091506139_s.jpg,20230609,칠곡 하촌마을,[개] 믹스견,"갈,검",2022(년생),6(Kg),경남-의령-2023-00113,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091506139.jpg,보호중,F,U,[Table],만하농장,055-570-4202,경상남도 의령군 의령읍 남강로 485-75  ,경상남도 의령군,의령군,055-570-4202
4.48539E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091506750_s.jpg,20230609,칠곡 하촌마을,[개] 믹스견,"갈,검",2022(년생),6(Kg),경남-의령-2023-00112,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091506750.jpg,보호중,M,U,[Table],만하농장,055-570-4202,경상남도 의령군 의령읍 남강로 485-75  ,경상남도 의령군,의령군,055-570-4202
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306104_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,검은색,2023(60일미만)(년생),0.8(Kg),경남-사천-2023-00221,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306104.jpg,보호중,F,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306146_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,검은색,2023(60일미만)(년생),0.8(Kg),경남-사천-2023-00220,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306146.jpg,보호중,F,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306541_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,검은색,2023(60일미만)(년생),0.8(Kg),경남-사천-2023-00219,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306541.jpg,보호중,M,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306162[1]_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,검정색,2023(60일미만)(년생),0.8(Kg),경남-사천-2023-00218,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306162[1].jpg,보호중,F,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306406_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,갈색,2023(60일미만)(년생),0.9(Kg),경남-사천-2023-00217,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306406.jpg,보호중,M,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/20230609130628_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,"갈색,흰색",2023(60일미만)(년생),0.8(Kg),경남-사천-2023-00216,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/20230609130628.jpg,보호중,M,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306319_s.jpg,20230609,사천읍 신원아르시스 공터,[개] 믹스견,"갈색,흰색",2023(60일미만)(년생),1.2(Kg),경남-사천-2023-00215,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306319.jpg,보호중,M,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48534E+14,http://www.animal.go.kr/files/shelter/2023/05/20230609100628_s.jpg,20230609,목화주유소인근,[개] 믹스견,갈색,2022(년생),19(Kg),경남-사천-2023-00214,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/20230609100628.jpg,보호중,M,N,[Table],사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시농업기술센터,경상남도 사천시,강환희,055-831-3768
4.48532E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091006566_s.jpg,20230609,농업기술센터 도시농업과 앞,[개] 믹스견,흰색,2023(년생),6(Kg),경남-창원3-2023-00209,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091006566.jpg,보호중,M,N,[Table],진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701
4.48528E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091106593_s.jpg,20230609,현동 옛레드윈도우 뒷잔디밭,[개] 믹스견,연갈색+흰색,2023(60일미만)(년생),2.5(Kg),경남-창원2-2023-00186,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091106593.jpg,보호중,F,N,[Table],마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701
4.48528E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091106219_s.jpg,20230609,진북면 해병대전첩비 주변,[개] 비숑 프리제,흰색,2022(년생),5(Kg),경남-창원2-2023-00185,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091106219.jpg,보호중,F,U,[Table],마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701
4.48528E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091106995_s.jpg,20230609,진북면 해병대전첩비 주변,[개] 비숑 프리제,흰색,2021(년생),5(Kg),경남-창원2-2023-00184,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091106995.jpg,보호중,F,U,[Table],마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701
4.47522E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091406653_s.jpg,20230609,약목면삼주강변타운,[개] 믹스견,갈색흰색,2023(60일미만)(년생),2.5(Kg),경북-칠곡-2023-00115,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091406653.jpg,보호중,M,N,[Table],칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,경상북도 칠곡군,동물보호담당,054-979-6493
4.47521E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091506261_s.jpg,20230609,용암면 상신리 159농막,[개] 웰시 리트리버믹스,흰색,2023(년생),4(Kg),경북-성주-2023-00192,20230609,20230616,http://www.animal.go.kr/files/shelter/2023/05/202306091506261.jpg,보호중,M,N,[Table],성주유기동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,경상북도 성주군,이승미,054-930-6683
4.47521E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091406480_s.jpg,20230609,월항면 한계마을 내 밭,[개] 웰시코기 믹스견인듯,노랑에 흰색,2023(60일미만)(년생),2(Kg),경북-성주-2023-00191,20230609,20230616,http://www.animal.go.kr/files/shelter/2023/05/202306091406480.jpg,보호중,F,N,[Table],성주유기동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,경상북도 성주군,이승미,054-930-6683
4.47521E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091406425_s.jpg,20230609,월항면 한계마을 내 밭,[개] 믹스견,검정 흰색,2023(60일미만)(년생),2(Kg),경북-성주-2023-00190,20230609,20230616,http://www.animal.go.kr/files/shelter/2023/05/202306091406425.jpg,보호중,M,N,[Table],성주유기동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,경상북도 성주군,이승미,054-930-6683
4.4752E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091306610_s.jpg,20230609,쌍림면 산주리,[개] 믹스견,"흰색,황토색",2021(년생),6.00(Kg),경북-고령-2023-00135,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091306610.jpg,보호중,M,N,[Table],고령군 임시보호소,010-8589-9575,경상북도 고령군 운수면 하법길 37 (운수면) ,경상북도 고령군,고령군,054-950-7473
4.47519E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090906201_s.jpg,20230609,청도 유천리,[개] 믹스견,검은색,2023(60일미만)(년생),3(Kg),경북-청도-2023-00158,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090906201.jpg,보호중,M,U,[Table],청도군동물보호소,054-370-6557,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558
4.47519E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090906332_s.jpg,20230609,청도 유천리,[개] 믹스견,검은색,2023(60일미만)(년생),3(Kg),경북-청도-2023-00157,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090906332.jpg,보호중,F,U,[Table],청도군동물보호소,054-370-6557,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558
4.47519E+14,http://www.animal.go.kr/files/shelter/2023/05/202306090906188[1]_s.jpg,20230609,각남면 화리,[개] 믹스견,길섹,2022(년생),5(Kg),경북-청도-2023-00156,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306090906188[1].jpg,보호중,Q,U,[Table],청도군동물보호소,054-370-6557,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558
4.47518E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091606286_s.jpg,20230609,경북 영덕군 강구면 직천길 71,[개] 믹스견,"검정,갈색",2023(년생),0.8(Kg),경북-영덕-2023-00113,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091606286.jpg,보호중,M,N,[Table],영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286
4.47513E+14,http://www.animal.go.kr/files/shelter/2023/05/20230609140673_s.jpg,20230609,신천동,[개] 믹스견,"흰색, 크림색",2022(년생),7.9(Kg),경북-경산-2023-00356,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/20230609140673.jpg,보호중,F,N,[Table],경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,경상북도 경산시,김홍근,053-810-6744
4.47509E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091706623[1]_s.jpg,20230609,주공1차 101동,[개] 믹스견,"흰색, 갈색",2023(년생),2.16(Kg),경북-영주-2023-00105,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091706623[1].jpg,보호중,M,N,[Table],영주시 동물보호센터,010-6682-1185,경상북도 영주시 장수면 반구로 143 [*미고시] 영주시동물보호센터,경상북도 영주시,영주시,054-639-7592
4.47509E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091706523_s.jpg,20230609,상망동 코아루APT 109동,[개] 말티즈,흰색,2023(년생),5(Kg),경북-영주-2023-00104,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091706523.jpg,보호중,F,N,[Table],영주시 동물보호센터,010-6682-1185,경상북도 영주시 장수면 반구로 143 [*미고시] 영주시동물보호센터,경상북도 영주시,영주시,054-639-7592
4.47505E+14,http://www.animal.go.kr/files/shelter/2023/05/202306091406563_s.jpg,20230609,경주시 백률로7경주 푸르지오,[고양이] 한국 고양이,삼색,2023(년생),0.5(Kg),경북-경주-2023-00576,20230609,20230619,http://www.animal.go.kr/files/shelter/2023/05/202306091406563.jpg,보호중,F,N,[Table],경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883
